Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,SCAPL,SCAPD,SCATO,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPL,GCAPD,GCATO,GCASh,GCAFld,GCADef,Matches
833,Anthony Elanga,SWE,FW,Manchester Utd,Premier League,20,2002,4.7,17,3.62,13,0,0,3,1,0,1,0.21,1,0,0,0,0,0,0
834,Alberth Elis,HON,"MF,FW",Brest,Ligue 1,26,1996,2.9,12,4.14,6,0,1,1,3,1,0,0,0,0,0,0,0,0,0
835,Mikael Ellertsson,ISL,"MF,DF",Spezia,Serie A,20,2002,1.9,5,2.63,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
836,Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,19,2003,17.9,75,4.19,62,1,5,5,1,1,10,0.56,10,0,0,0,0,0,0
837,Elif Elmas,MKD,"FW,MF",Napoli,Serie A,22,1999,18.1,57,3.15,41,6,6,2,2,0,10,0.55,7,1,1,1,0,0,0
838,Mohamed Elneny,EGY,MF,Arsenal,Premier League,30,1992,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,28,1994,16.1,9,0.56,5,2,0,2,0,0,2,0.12,0,1,0,1,0,0,0
840,Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,25,1996,31.4,17,0.54,17,0,0,0,0,0,1,0.03,1,0,0,0,0,0,0
841,Rodrigo Ely,BRA,DF,Almería,La Liga,28,1993,35.1,21,0.6,14,1,1,5,0,0,2,0.06,2,0,0,0,0,0,0
842,Mohamed Elyounoussi,NOR,"MF,FW",Southampton,Premier League,27,1994,24.1,41,1.7,34,0,1,2,3,1,4,0.17,4,0,0,0,0,0,0
843,Adri Embarba,ESP,"FW,MF","Almería,Espanyol","La Liga,La Liga",30,1992,16.8,64,3.81,29,19,9,2,4,1,9,0.54,3,2,1,2,1,0,0
845,Breel Embolo,SUI,FW,Monaco,Ligue 1,25,1997,20.7,63,3.04,42,0,6,8,6,1,10,0.48,5,0,1,3,1,0,0
846,Emerson,BRA,DF,Tottenham,Premier League,23,1999,19.3,36,1.87,32,0,0,1,2,1,2,0.1,2,0,0,0,0,0,0
847,Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,25,1997,18.5,32,1.73,21,1,2,6,2,0,5,0.27,3,0,1,1,0,0,0
848,Wataru Endo,JPN,MF,Stuttgart,Bundesliga,29,1993,32.5,84,2.58,67,0,3,4,7,3,9,0.28,5,0,0,1,2,1,0
849,Arne Engels,BEL,MF,Augsburg,Bundesliga,18,2003,16,47,2.94,22,17,1,2,4,1,8,0.5,5,1,1,0,0,1,0
850,Christian Eriksen,DEN,MF,Manchester Utd,Premier League,30,1992,22.8,71,3.11,50,17,1,3,0,0,9,0.39,6,3,0,0,0,0,0
851,Martin Erlic,CRO,DF,Sassuolo,Serie A,24,1998,25.9,10,0.39,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0
852,Tjark Ernst,GER,GK,Hertha BSC,Bundesliga,19,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,Gonzalo Escalante,ARG,MF,"Cremonese,Cádiz","Serie A,La Liga",29,1993,18.7,35,1.87,30,0,2,2,1,0,3,0.16,1,0,1,1,0,0,0
855,Sergio Escudero,ESP,DF,Valladolid,La Liga,32,1989,16,35,2.19,20,7,0,6,2,0,0,0,0,0,0,0,0,0,0
856,Alfonso Espino,URU,DF,Cádiz,La Liga,30,1992,34.7,70,2.02,59,6,1,0,2,2,7,0.2,5,1,1,0,0,0,0
857,Bernardo Espinosa,COL,DF,Girona,La Liga,33,1989,13.6,9,0.66,6,0,0,3,0,0,2,0.15,1,0,0,1,0,0,0
858,Salvatore Esposito,ITA,MF,Spezia,Serie A,21,2000,10.8,28,2.59,13,11,0,1,3,0,0,0,0,0,0,0,0,0,0
859,Maxime Estève,FRA,DF,Montpellier,Ligue 1,20,2002,18.3,7,0.38,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0
860,Pervis Estupiñán,ECU,DF,Brighton,Premier League,24,1998,29.7,87,2.93,78,4,3,0,2,0,8,0.27,7,0,0,0,1,0,0
861,Jonny Evans,NIR,DF,Leicester City,Premier League,34,1988,11.7,4,0.34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,Edu Expósito,ESP,MF,Espanyol,La Liga,25,1996,12.9,45,3.49,30,5,4,3,2,1,9,0.7,8,0,1,0,0,0,0
863,Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,24,1998,29.3,118,4.03,69,21,11,4,11,2,16,0.55,9,1,5,0,1,0,0
864,Kimberly Ezekwem,GER,DF,Freiburg,Bundesliga,21,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,Nicolás Ezequiel Fernández,ARG,"MF,DF",Elche,La Liga,22,2000,5.7,21,3.68,18,2,0,1,0,0,2,0.35,2,0,0,0,0,0,0
866,Abdessamad Ezzalzouli,MAR,"FW,MF",Osasuna,La Liga,20,2001,16.7,58,3.47,27,5,18,4,3,1,4,0.24,4,0,0,0,0,0,0
867,Łukasz Fabiański,POL,GK,West Ham,Premier League,37,1985,34.6,2,0.06,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
868,Fabinho,BRA,MF,Liverpool,Premier League,28,1993,29.7,55,1.85,49,0,0,1,2,3,8,0.27,7,0,0,0,1,0,0
869,Fábio,BRA,"DF,MF",Nantes,Ligue 1,32,1990,2.5,10,4,10,0,0,0,0,0,1,0.4,1,0,0,0,0,0,0
870,Noah Fadiga,SEN,DF,Brest,Ligue 1,22,1999,14.5,15,1.03,8,0,3,0,3,1,2,0.14,1,0,1,0,0,0,0
871,Wout Faes,BEL,DF,"Leicester City,Reims","Premier League,Ligue 1",24,1998,34,25,0.74,19,0,1,3,0,2,6,0.18,5,0,0,0,0,1,0
873,Nicolò Fagioli,ITA,MF,Juventus,Serie A,21,2001,16.9,39,2.31,25,4,1,4,5,0,7,0.41,4,1,0,0,2,0,0
874,Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,33,1988,11.4,4,0.35,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
875,Romain Faivre,FRA,"MF,FW","Lorient,Lyon","Ligue 1,Ligue 1",24,1998,17.1,58,3.39,37,4,10,3,4,0,10,0.58,5,1,4,0,0,0,0
877,Radamel Falcao,COL,"FW,MF",Rayo Vallecano,La Liga,36,1986,6.8,10,1.47,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0
878,Wladimiro Falcone,ITA,GK,Lecce,Serie A,27,1995,38,6,0.16,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
879,Fali,ESP,"DF,MF",Cádiz,La Liga,28,1993,19,11,0.58,9,1,0,0,1,0,1,0.05,1,0,0,0,0,0,0
880,Fallou Fall,SEN,DF,Reims,Ligue 1,18,2004,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,Mamadou Fall,SEN,DF,Villarreal,La Liga,19,2002,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,Davide Faraoni,ITA,DF,Hellas Verona,Serie A,30,1991,16.5,28,1.7,18,2,4,4,0,0,4,0.24,2,0,1,1,0,0,0
883,Ansu Fati,ESP,FW,Barcelona,La Liga,19,2002,15.5,50,3.23,35,1,8,5,0,1,7,0.45,4,0,1,2,0,0,0
884,Khalil Fayad,FRA,MF,Montpellier,Ligue 1,18,2004,8,19,2.38,15,2,1,1,0,0,5,0.63,4,0,0,1,0,0,0
885,Cheikh Faye,SEN,FW,Montpellier,Ligue 1,23,1999,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,Federico Fazio,ARG,DF,Salernitana,Serie A,35,1987,11.9,12,1.01,7,1,0,4,0,0,0,0,0,0,0,0,0,0,0
887,Jacopo Fazzini,ITA,MF,Empoli,Serie A,19,2003,9.2,24,2.61,16,3,2,1,2,0,1,0.11,0,1,0,0,0,0,0
888,Zouhair Feddal,MAR,DF,Valladolid,La Liga,33,1989,4.2,4,0.95,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
889,Nabil Fekir,FRA,MF,Betis,La Liga,29,1993,10.7,56,5.23,31,10,4,2,9,0,5,0.47,2,0,1,0,2,0,0
890,Felipe,BRA,DF,"Nott'ham Forest,Atlético Madrid","Premier League,La Liga",33,1989,18,16,0.89,11,0,0,4,1,0,1,0.06,1,0,0,0,0,0,0
892,Luiz Felipe,ITA,DF,Betis,La Liga,25,1997,19.6,7,0.36,6,0,0,1,0,0,1,0.05,1,0,0,0,0,0,0
893,João Félix,POR,"FW,MF","Chelsea,Atlético Madrid","Premier League,La Liga",22,1999,17.7,60,3.39,35,2,9,7,6,1,6,0.34,5,0,0,1,0,0,0
895,Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,24,1997,16.1,13,0.81,12,0,0,1,0,0,1,0.06,1,0,0,0,0,0,0
896,Kiko Femenía,ESP,DF,Villarreal,La Liga,31,1991,12.6,24,1.9,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0
897,Evan Ferguson,IRL,FW,Brighton,Premier League,17,2004,10.6,22,2.08,15,0,1,6,0,0,2,0.19,2,0,0,0,0,0,0
898,Lewis Ferguson,SCO,"MF,FW",Bologna,Serie A,22,1999,25.7,62,2.41,45,1,1,8,6,1,5,0.19,4,0,0,1,0,0,0
899,Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,27,1994,36.8,219,5.95,164,26,8,12,9,0,18,0.49,16,0,0,1,1,0,0
900,Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,26,1996,27.1,36,1.33,18,13,2,2,1,0,5,0.18,1,3,0,1,0,0,0
901,Aitor Fernández,ESP,GK,Osasuna,La Liga,31,1991,21,4,0.19,2,2,0,0,0,0,1,0.05,1,0,0,0,0,0,0
902,Álex Fernández,ESP,"MF,FW",Cádiz,La Liga,29,1992,17.5,39,2.23,27,10,1,0,1,0,1,0.06,1,0,0,0,0,0,0
903,Álvaro Fernández,ESP,GK,Espanyol,La Liga,24,1998,11,1,0.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
904,Carlos Fernández,ESP,FW,Real Sociedad,La Liga,26,1996,7,16,2.29,12,0,1,1,2,0,1,0.14,1,0,0,0,0,0,0
905,Enzo Fernández,ARG,MF,Chelsea,Premier League,21,2001,17.2,59,3.43,49,6,0,2,2,0,6,0.35,6,0,0,0,0,0,0
906,Federico Fernández,ARG,DF,Elche,La Liga,33,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,Joaquín Fernández,ESP,DF,Valladolid,La Liga,26,1996,24,14,0.58,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0
908,Valery Fernández,ESP,"MF,DF",Girona,La Liga,22,1999,10.7,29,2.71,24,1,1,0,3,0,4,0.37,3,0,0,0,1,0,0
909,Fernando,ESP,GK,"Almería,Sevilla","La Liga,La Liga",32,1990,54,24,0.44,19,3,0,0,0,2,1,0.02,1,0,0,0,0,0,0
911,Alex Ferrari,ITA,DF,"Sampdoria,Cremonese","Serie A,Serie A",28,1994,20.8,10,0.48,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0
913,Salvador Ferrer,ESP,DF,Spezia,Serie A,24,1998,1.5,2,1.33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
914,Jordan Ferri,FRA,MF,Montpellier,Ligue 1,30,1992,30.4,71,2.34,65,1,2,1,2,0,7,0.23,6,1,0,0,0,0,0
915,Fidel,ESP,"MF,FW",Elche,La Liga,32,1989,19,66,3.47,46,11,4,1,4,0,4,0.21,4,0,0,0,0,0,0
916,Karol Fila,POL,DF,Strasbourg,Ligue 1,24,1998,0.5,3,6,2,1,0,0,0,0,1,2,1,0,0,0,0,0,0
917,Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,32,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,Roberto Firmino,BRA,"FW,MF",Liverpool,Premier League,30,1991,13.5,46,3.41,36,0,4,6,0,0,7,0.52,4,0,1,2,0,0,0
919,Junior Firpo,ESP,DF,Leeds United,Premier League,25,1996,15.2,21,1.38,15,2,0,0,3,1,2,0.13,2,0,0,0,0,0,0
920,Kilian Fischer,GER,"DF,FW",Wolfsburg,Bundesliga,21,2000,5.6,7,1.25,5,0,1,0,1,0,1,0.18,0,0,0,0,1,0,0
921,Mark Flekken,NED,GK,Freiburg,Bundesliga,29,1993,34,10,0.29,6,4,0,0,0,0,1,0.03,0,1,0,0,0,0,0
922,Florian Flick,GER,MF,Schalke 04,Bundesliga,22,2000,5.7,7,1.23,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
923,Alexis Flips,FRA,"FW,MF",Reims,Ligue 1,22,2000,22,95,4.32,69,13,1,7,1,4,11,0.5,10,0,0,1,0,0,0
924,Alessandro Florenzi,ITA,DF,Milan,Serie A,31,1991,2.3,9,3.91,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0
925,Phil Foden,ENG,FW,Manchester City,Premier League,22,2000,20.5,99,4.83,76,9,6,5,3,0,14,0.68,10,0,3,0,1,0,0
926,Seko Fofana,CIV,MF,Lens,Ligue 1,27,1995,34.1,94,2.76,78,0,7,2,5,2,13,0.38,10,0,2,0,1,0,0
927,Wesley Fofana,FRA,DF,"Leicester City,Chelsea","Premier League,Premier League",21,2000,15.1,15,0.99,14,0,0,0,0,1,2,0.13,2,0,0,0,0,0,0
929,Yahia Fofana,CIV,GK,Angers,Ligue 1,21,2000,11,2,0.18,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0,0
930,Youssouf Fofana,FRA,MF,Monaco,Ligue 1,23,1999,34.3,78,2.27,68,0,6,0,2,2,11,0.32,9,0,0,0,1,1,0
931,Thomas Foket,BEL,DF,Reims,Ligue 1,27,1994,22,39,1.77,37,0,0,0,1,1,2,0.09,2,0,0,0,0,0,0
932,José Fonte,POR,DF,Lille,Ligue 1,38,1983,28.8,16,0.56,13,0,0,2,1,0,2,0.07,1,0,0,1,0,0,0
933,Pablo Fornals,ESP,"FW,MF",West Ham,Premier League,26,1996,16.7,57,3.41,48,4,1,3,0,1,3,0.18,2,0,1,0,0,0,0
934,Emil Forsberg,SWE,"MF,FW",RB Leipzig,Bundesliga,30,1991,16.5,39,2.36,28,3,0,4,3,1,7,0.42,5,1,0,0,0,1,0
935,Adam Forshaw,ENG,MF,Leeds United,Premier League,30,1991,5.3,16,3.02,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0
936,Fraser Forster,ENG,GK,Tottenham,Premier League,34,1988,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,Philipp Förster,GER,MF,Bochum,Bundesliga,27,1995,14.5,44,3.03,25,15,1,1,2,0,8,0.55,3,4,0,0,1,0,0
938,Steven Fortes,CPV,DF,Lens,Ligue 1,30,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,24,1998,2.1,5,2.38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,Dimitri Foulquier,FRA,DF,Valencia,La Liga,29,1993,19.3,29,1.5,25,1,0,2,0,1,2,0.1,2,0,0,0,0,0,0
941,Juan Foyth,ARG,DF,Villarreal,La Liga,24,1998,21.8,29,1.33,28,1,0,0,0,0,2,0.09,2,0,0,0,0,0,0
942,Raphael Framberger,GER,"DF,FW",Augsburg,Bundesliga,26,1995,2,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,Tyrese Francois,AUS,FW,Fulham,Premier League,22,2000,0,0,#DIV/0!,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0
944,Bartol Franjić,CRO,MF,Wolfsburg,Bundesliga,22,2000,2.5,3,1.2,2,0,1,0,0,0,2,0.8,1,0,1,0,0,0,0
945,Przemysław Frankowski,POL,"DF,MF",Lens,Ligue 1,27,1995,31.5,123,3.9,69,44,3,3,2,2,12,0.38,8,4,0,0,0,0,0
946,Ryan Fraser,SCO,FW,Newcastle Utd,Premier League,28,1994,3.5,8,2.29,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0
947,Davide Frattesi,ITA,MF,Sassuolo,Serie A,22,1999,31.9,79,2.48,60,0,7,5,5,2,4,0.13,4,0,0,0,0,0,0
948,Oscar Fraulo,DEN,"FW,MF",M'Gladbach,Bundesliga,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,Fred,BRA,MF,Manchester Utd,Premier League,29,1993,13.9,59,4.24,49,0,1,4,3,2,4,0.29,3,0,0,1,0,0,0
950,Ryan Fredericks,ENG,DF,Bournemouth,Premier League,29,1992,5.9,5,0.85,4,0,1,0,0,0,1,0.17,1,0,0,0,0,0,0
951,Iván Fresneda,ESP,DF,Valladolid,La Liga,17,2004,19.4,39,2.01,33,4,0,0,1,1,3,0.15,1,1,0,0,1,0,0
952,Remo Freuler,SUI,MF,Nott'ham Forest,Premier League,30,1992,24,29,1.21,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0
953,Michael Frey,SUI,FW,Schalke 04,Bundesliga,28,1994,9.6,15,1.56,13,0,0,2,0,0,4,0.42,4,0,0,0,0,0,0
954,Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,24,1998,28.8,24,0.83,20,3,1,0,0,0,1,0.03,1,0,0,0,0,0,0
955,Marvin Friedrich,GER,DF,M'Gladbach,Bundesliga,26,1995,13.9,10,0.72,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
956,Jeremie Frimpong,NED,"DF,MF",Leverkusen,Bundesliga,21,2000,30.1,103,3.42,65,2,20,6,10,0,16,0.53,9,0,5,0,2,0,0
957,Chris Führich,GER,"FW,MF",Stuttgart,Bundesliga,24,1998,20.9,79,3.78,52,11,7,6,3,0,9,0.43,7,2,0,0,0,0,0
958,Angelo Fulgini,FRA,"MF,FW","Lens,Mainz 05","Ligue 1,Bundesliga",25,1996,15.3,63,4.12,40,17,2,2,2,0,5,0.33,4,1,0,0,0,0,0
960,Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,29,1993,27.5,74,2.69,54,0,3,8,9,0,10,0.36,8,0,0,1,1,0,0
961,Matteo Gabbia,ITA,DF,Milan,Serie A,22,1999,6.8,4,0.59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,Manolo Gabbiadini,ITA,"FW,MF",Sampdoria,Serie A,30,1991,26.2,62,2.37,39,1,3,8,9,2,4,0.15,2,0,0,0,1,1,0
963,Gianluca Gaetano,ITA,MF,Napoli,Serie A,22,2000,0.8,5,6.25,4,0,0,1,0,0,1,1.25,1,0,0,0,0,0,0
964,Roberto Gagliardini,ITA,MF,Inter,Serie A,28,1994,8.7,19,2.18,17,0,0,1,1,0,1,0.11,0,0,0,1,0,0,0
965,Adolfo Gaich,ARG,FW,Hellas Verona,Serie A,23,1999,8.1,19,2.35,14,0,2,0,2,1,1,0.12,0,0,0,0,1,0,0
966,Cody Gakpo,NED,"FW,MF",Liverpool,Premier League,23,1999,16.2,49,3.02,37,0,3,4,3,2,6,0.37,5,0,0,0,1,0,0
967,Javi Galán,ESP,DF,Celta Vigo,La Liga,27,1994,35.1,93,2.65,70,14,4,1,2,2,4,0.11,3,0,0,0,0,1,0
968,Iñigo Ruiz de Galarreta,ESP,MF,Mallorca,La Liga,28,1993,27.2,46,1.69,33,9,1,0,3,0,5,0.18,2,2,1,0,0,0,0
969,Pablo Galdames Millán,CHI,MF,Cremonese,Serie A,25,1996,8.2,16,1.95,10,6,0,0,0,0,2,0.24,1,1,0,0,0,0,0
970,Conor Gallagher,ENG,MF,Chelsea,Premier League,22,2000,18,47,2.61,34,4,4,2,2,1,3,0.17,2,0,1,0,0,0,0
971,Antonino Gallo,ITA,DF,Lecce,Serie A,22,2000,27.6,64,2.32,50,9,3,1,1,0,1,0.04,1,0,0,0,0,0,0
972,Gauthier Gallon,FRA,GK,Troyes,Ligue 1,29,1993,29.6,2,0.07,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
973,Cristian Gamboa,CRC,DF,Bochum,Bundesliga,32,1989,16.4,28,1.71,20,6,1,0,0,1,2,0.12,0,2,0,0,0,0,0
974,Kévin Gameiro,FRA,FW,Strasbourg,Ligue 1,35,1987,23.3,58,2.49,44,0,1,9,4,0,3,0.13,0,0,0,2,1,0,0
975,Idrissa Gana Gueye,SEN,MF,Everton,Premier League,32,1989,28.6,51,1.78,36,0,1,2,7,5,3,0.1,2,0,0,0,0,1,0
976,Ignatius Ganago,CMR,"FW,MF","Nantes,Lens","Ligue 1,Ligue 1",23,1999,17.6,29,1.65,17,0,0,5,6,1,7,0.4,4,0,0,1,1,1,0
978,Silvère Ganvoula M'Boussy,CGO,"FW,MF",Bochum,Bundesliga,26,1996,2.7,11,4.07,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0
979,Aleix García,ESP,MF,Girona,La Liga,25,1997,26,125,4.81,69,47,3,3,0,3,16,0.62,10,3,1,0,0,2,0
980,Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,29,1992,31.9,95,2.98,70,2,6,6,7,4,14,0.44,9,0,2,0,3,0,0
981,Borja García,ESP,"MF,FW",Girona,La Liga,31,1990,7.5,17,2.27,12,1,2,1,1,0,2,0.27,2,0,0,0,0,0,0
982,Carlos García,ESP,DF,Cádiz,La Liga,22,2000,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,Dani García,ESP,MF,Athletic Club,La Liga,32,1990,16.5,23,1.39,20,0,0,0,1,2,4,0.24,4,0,0,0,0,0,0
984,David García,ESP,DF,Osasuna,La Liga,28,1994,29.8,19,0.64,19,0,0,0,0,0,2,0.07,2,0,0,0,0,0,0
985,Eric García,ESP,"DF,MF",Barcelona,La Liga,21,2001,15.7,10,0.64,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,Fran Garcia,ESP,DF,Rayo Vallecano,La Liga,22,1999,37.9,71,1.87,55,6,3,1,2,4,9,0.24,6,1,1,0,1,0,0
987,Joan García,ESP,GK,Espanyol,La Liga,21,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,Raúl García,ESP,"FW,MF",Athletic Club,La Liga,36,1986,10.7,33,3.08,18,0,2,10,1,2,7,0.65,5,0,1,1,0,0,0
989,Rubén García,ESP,"FW,MF",Osasuna,La Liga,29,1993,12.9,54,4.19,29,20,1,2,2,0,4,0.31,2,2,0,0,0,0,0
990,Unai García,ESP,DF,Osasuna,La Liga,30,1992,19,6,0.32,5,0,0,0,0,1,1,0.05,1,0,0,0,0,0,0
991,Alejandro Garnacho,ARG,"FW,MF",Manchester Utd,Premier League,18,2004,6.3,22,3.49,17,0,3,1,1,0,6,0.95,5,0,1,0,0,0,0
992,James Garner,ENG,"MF,DF",Everton,Premier League,21,2001,8.9,19,2.13,13,3,1,1,1,0,2,0.22,2,0,0,0,0,0,0
993,Felix Garreta,ESP,DF,Betis,La Liga,18,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,Aleix Garrido,ESP,FW,Barcelona,La Liga,18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,Sékou Gassama,SEN,FW,Valladolid,La Liga,27,1995,0.4,1,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,Johan Gastien,FRA,MF,Clermont Foot,Ligue 1,34,1988,28.9,69,2.39,44,21,0,2,1,1,9,0.31,5,4,0,0,0,0,0
997,Federico Gatti,ITA,DF,Juventus,Serie A,24,1998,16.1,19,1.18,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0
998,Gavi,ESP,"MF,FW",Barcelona,La Liga,17,2004,28.1,72,2.56,59,0,3,4,3,3,7,0.25,6,0,1,0,0,0,0
999,Paulo Gazzaniga,ARG,GK,Girona,La Liga,30,1992,28,2,0.07,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,David de Gea,ESP,GK,Manchester Utd,Premier League,31,1990,38,5,0.13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,Dario Gebuhr,GER,DF,Eint Frankfurt,Bundesliga,19,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,24,1998,21.7,57,2.63,38,14,2,1,0,2,7,0.32,6,1,0,0,0,0,0
1003,Joe Gelhardt,ENG,FW,Leeds United,Premier League,20,2002,2.4,4,1.67,4,0,0,0,0,0,2,0.83,2,0,0,0,0,0,0
1004,Valentin Gendrey,FRA,DF,Lecce,Serie A,22,2000,34.5,49,1.42,37,5,1,0,4,2,4,0.12,2,0,0,0,2,0,0
1005,Denis Genreau,AUS,MF,Toulouse,Ligue 1,23,1999,7.3,18,2.47,15,0,0,1,0,2,2,0.27,2,0,0,0,0,0,0
1006,Yannick Gerhardt,GER,MF,Wolfsburg,Bundesliga,28,1994,20.7,45,2.17,36,0,0,3,5,1,8,0.39,7,0,0,0,1,0,0
1007,Valère Germain,FRA,"FW,MF",Montpellier,Ligue 1,32,1990,7.6,14,1.84,11,0,0,2,1,0,3,0.39,1,0,0,1,1,0,0
1008,Gerson,BRA,MF,Marseille,Ligue 1,25,1997,4.6,12,2.61,9,0,1,0,2,0,1,0.22,1,0,0,0,0,0,0
1009,Ismaël Gharbi,ESP,"MF,FW",Paris S-G,Ligue 1,18,2004,0.6,2,3.33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1010,Paolo Ghiglione,ITA,DF,Cremonese,Serie A,25,1997,7.9,19,2.41,16,3,0,0,0,0,3,0.38,3,0,0,0,0,0,0
1011,Saman Ghoddos,IRN,"MF,FW",Brentford,Premier League,28,1993,1.5,4,2.67,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1012,Faouzi Ghoulam,ALG,DF,Angers,Ligue 1,31,1991,5.3,17,3.21,6,10,0,0,1,0,1,0.19,1,0,0,0,0,0,0
1013,Morgan Gibbs-White,ENG,"FW,MF","Wolves,Nott'ham Forest","Premier League,Premier League",22,2000,35,123,3.51,74,28,10,6,2,3,12,0.34,6,3,1,2,0,0,0
1015,Niko Gießelmann,GER,DF,Union Berlin,Bundesliga,30,1991,14.5,47,3.24,22,19,2,2,2,0,7,0.48,3,2,1,1,0,0,0
1016,Samuel Gigot,FRA,DF,Marseille,Ligue 1,28,1993,20.9,19,0.91,15,0,0,4,0,0,4,0.19,4,0,0,0,0,0,0
1017,Rafał Gikiewicz,POL,GK,Augsburg,Bundesliga,34,1987,23,7,0.3,3,4,0,0,0,0,1,0.04,0,1,0,0,0,0,0
1018,Bryan Gil,ESP,"MF,FW","Tottenham,Sevilla","Premier League,La Liga",21,2001,11.8,30,2.54,24,0,2,1,2,1,7,0.59,6,0,0,1,0,0,0
1020,David Gil,ESP,GK,Cádiz,La Liga,28,1994,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,Óscar Gil,ESP,DF,Espanyol,La Liga,25,1997,28.4,33,1.16,25,1,2,2,3,0,2,0.07,1,0,1,0,0,0,0
1022,Mario Gila,ESP,DF,Lazio,Serie A,21,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,Billy Gilmour,SCO,MF,Brighton,Premier League,21,2001,5.6,14,2.5,12,0,0,0,1,1,3,0.54,3,0,0,0,0,0,0
1024,Álvaro Giménez,ESP,FW,Cádiz,La Liga,31,1991,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
